timestamp,temperature_C,voltage_V,vibration_g,current_A,motor_load_%,status
2025-05-29 00:06:09.889122,43.77063282743375,332.67749654068524,0.1951053117247094,149.26541961641522,70.71953342887137,Normal
2025-05-29 00:06:19.889122,55.74510966948101,345.34975339017035,0.2678127211476138,144.81746026660764,63.595389325129204,Normal
2025-05-29 00:06:29.889122,38.36792544485571,373.54662829510187,0.2532044332422865,93.31124699718936,71.97392732727393,Normal
2025-05-29 00:06:39.889122,56.73023133599287,360.0760380658194,0.17346141346329313,125.52590977648798,89.43543745884259,Normal
2025-05-29 00:06:49.889122,55.29738812980969,358.0249048283903,0.12403531964106797,140.62819696840614,78.99629817586116,Normal
2025-05-29 00:06:59.889122,75.59524913230287,346.3368922789473,0.2445727797634938,208.3173519138143,63.75638132035541,Faulty
2025-05-29 00:07:09.889122,40.03438505468888,334.61103425611986,0.23974266513255593,110.74729066883769,56.62495139734237,Normal
2025-05-29 00:07:19.889122,43.24123089092275,351.42780768635515,0.12460485184218896,165.4154007811174,85.87240003107101,Normal
2025-05-29 00:07:29.889122,78.5451741652349,345.0606153669479,0.12888854898732138,205.8682420659385,56.98303923740818,Faulty
2025-05-29 00:07:39.889122,53.856494784663184,327.07685197020606,0.1587954676802959,109.24600472738672,75.14931961167265,Normal
2025-05-29 00:07:49.889122,57.158529076931075,350.1120509158397,0.19536932017338562,109.33731269032572,100.56526677064603,Normal
2025-05-29 00:07:59.889122,57.49112658485591,362.68412211258095,0.24879310510168587,175.1986570807299,70.71473977577405,Normal
2025-05-29 00:08:09.889122,66.85682231988834,366.8896306361804,0.20002161847692573,166.46544871542886,80.73759707124269,Normal
2025-05-29 00:08:19.889122,39.89454315301218,383.0997654092879,0.17691597548876536,186.99593783130445,71.26030424720375,Normal
2025-05-29 00:08:29.889122,79.3178569385152,349.3034073020489,0.2795547464249422,139.3779637411797,67.03894979028226,Faulty
2025-05-29 00:08:39.889122,40.37555807910977,355.0711580411862,0.22986757796690116,157.7329441587625,59.23676880027737,Normal
2025-05-29 00:08:49.889122,55.16227873519131,359.0145349675005,0.1327389937094942,150.54069024285116,60.541880031476616,Normal
